,provnum,name,address,city,state,zip,county,bedcert,ownership,employee_cases,resident_cases,resident_deaths,cna_hprd,lpn_hprd,rn_hprd,total_hprd,full_address_from_csv,google_address,google_long,google_lat
247,395237,WYOMISSING HEALTH AND REHABILITATION CENTER,1000 EAST WYOMISSING BLVD,READING,PA,19611,BERKS,103,For profit - Corporation,0,0,0,1.92424,0.75243,0.56762,3.2442900000000003,"1000 EAST WYOMISSING BLVD, READING, PA, , 19611, USA","1000 E Wyomissing Blvd, Reading, PA 19611, USA",-75.9480023,40.322081
248,395241,HILLVIEW HEALTHCARE AND REHABILITATION CENTER,700 S. CAYUGA AVENUE,ALTOONA,PA,16602,BLAIR,133,For profit - Corporation,0,*,0,2.01422,0.49842,0.66338,3.17603,"700 S. CAYUGA AVENUE, ALTOONA, PA, , 16602, USA","700 South Cayuga Ave, Altoona, PA 16602, USA",-78.4019203,40.4914051
249,395243,LAUREL RIDGE CENTER,75 HICKLE STREET,UNIONTOWN,PA,15401,FAYETTE,61,For profit - Partnership,0,0,0,1.99255,0.82152,0.6703100000000001,3.48437,"75 HICKLE STREET, UNIONTOWN, PA, , 15401, USA","75 Hickle St, Uniontown, PA 15401, USA",-79.7122487,39.8938137
250,395244,ST. PAUL HOMES,339 EAST JAMESTOWN ROAD,GREENVILLE,PA,16125,MERCER,192,Non profit - Corporation,0,0,0,2.1236900000000003,1.2582799999999998,0.63435,4.01632,"339 EAST JAMESTOWN ROAD, GREENVILLE, PA, , 16125, USA","339 E Jamestown Rd, Greenville, PA 16125, USA",-80.38952479999999,41.4294045
251,395247,"GARDENS AT GETTYSBURG, THE",741 CHAMBERSBURG ROAD,GETTYSBURG,PA,17325,ADAMS,102,For profit - Corporation,0,0,0,1.80882,0.94838,0.5213899999999999,3.2785800000000003,"741 CHAMBERSBURG ROAD, GETTYSBURG, PA, , 17325, USA","741 Chambersburg Rd, Gettysburg, PA 17325, USA",-77.2582061,39.8417418
252,395248,TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER,555 SOUTH MAIN STREET,HARRISVILLE,PA,16038,BUTLER,103,For profit - Corporation,0,0,0,1.3678,0.49176,0.35016,2.20972,"555 SOUTH MAIN STREET, HARRISVILLE, PA, , 16038, USA","555 S Main St, Harrisville, PA 16038, USA",-80.0075952,41.1290529
253,395249,HAMPTON HOUSE,1548 SANS SOUCI PARKWAY,WILKES BARRE,PA,18702,LUZERNE,104,Non profit - Other,0,0,0,1.7108,0.6887800000000001,0.74639,3.14597,"1548 SANS SOUCI PARKWAY, WILKES BARRE, PA, , 18702, USA","1548 Sans Souci Pkwy, Wilkes-Barre, PA 18706, USA",-75.9443879,41.2193542
254,395250,HOLY FAMILY MANOR,1200 SPRING STREET,BETHLEHEM,PA,18018,LEHIGH,208,Non profit - Corporation,17,38,*,2.33293,0.79972,0.8449200000000001,3.97758,"1200 SPRING STREET, BETHLEHEM, PA, , 18018, USA","1200 Spring St, Bethlehem, PA 18018, USA",-75.4001918,40.6199501
255,395252,"GARDENS AT YORK TERRACE, THE",2401 WEST MARKET STREET,POTTSVILLE,PA,17901,SCHUYLKILL,80,For profit - Corporation,0,0,0,1.87109,0.48673,0.68994,3.04776,"2401 WEST MARKET STREET, POTTSVILLE, PA, , 17901, USA","2401 W Market St, Pottsville, PA 17901, USA",-76.2309835,40.6729199
256,395256,HARBORVIEW REHABILITATION AND CARE CENTER AT LANSDALE,25 WEST FIFTH STREET,LANSDALE,PA,19446,MONTGOMERY,126,For profit - Corporation,0,19,0,1.55287,1.09307,0.51583,3.16176,"25 WEST FIFTH STREET, LANSDALE, PA, , 19446, USA","25 W 5th St, Lansdale, PA 19446, USA",-75.28121870000001,40.2453108
257,395261,BUFFALO VALLEY LUTHERAN VILLAGE,189 EAST TRESSLER BOULEVARD,LEWISBURG,PA,17837,UNION,102,Non profit - Corporation,*,0,0,,,,,"189 EAST TRESSLER BOULEVARD, LEWISBURG, PA, , 17837, USA","189 E Tressler Blvd, Lewisburg, PA 17837, USA",-76.9068407,40.9645041
258,395262,WESTERN RESERVE HEALTHCARE AND REHABILITATION CENTER,1521 WEST 54TH STREET,ERIE,PA,16509,ERIE,133,For profit - Corporation,0,0,0,1.66739,0.7037899999999999,0.62654,2.99772,"1521 WEST 54TH STREET, ERIE, PA, , 16509, USA","1521 W 54th St, Erie, PA 16509, USA",-80.0891975,42.07547950000001
259,395264,MANORCARE HEALTH SERVICES-WEST ALLEN,535 NORTH 17TH STREET,ALLENTOWN,PA,18104,LEHIGH,146,Non profit - Corporation,0,0,0,1.85987,0.56104,0.60741,3.02831,"535 NORTH 17TH STREET, ALLENTOWN, PA, , 18104, USA","535 N 17th St, Allentown, PA 18104, USA",-75.4954875,40.6048163
260,395265,"PAVILION AT SAINT LUKE VILLAGE, THE",1000 STACIE DRIVE,HAZLETON,PA,18201,LUZERNE,120,For profit - Corporation,*,0,0,1.91442,0.7528600000000001,0.43174,3.09902,"1000 STACIE DRIVE, HAZLETON, PA, , 18201, USA","1000 Stacie Dr, Hazleton, PA 18201, USA",-75.950996,40.9430847
261,395266,BEAVER VALLEY HEALTHCARE AND REHABILITATION CENTER,257 GEORGETOWN ROAD,BEAVER FALLS,PA,15010,BEAVER,120,For profit - Corporation,0,0,0,1.86651,0.6917300000000001,0.57703,3.13527,"257 GEORGETOWN ROAD, BEAVER FALLS, PA, , 15010, USA","257 Georgetown Rd, Beaver Falls, PA 15010, USA",-80.4288807,40.7668415
262,395270,FOREST PARK HEALTHCARE AND REHABILITATION CENTER,700 WALNUT BOTTOM ROAD,CARLISLE,PA,17013,CUMBERLAND,114,For profit - Corporation,*,0,0,1.97404,0.79473,0.44675,3.21551,"700 WALNUT BOTTOM ROAD, CARLISLE, PA, , 17013, USA","700 Walnut Bottom Rd, Carlisle, PA 17013, USA",-77.2030595,40.1894608
263,395276,"SUMMIT AT BLUE MOUNTAIN NURSING AND REHABILITATION CENTER, T",211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,91,Non profit - Corporation,0,0,0,2.19121,0.92036,0.7479600000000001,3.85953,"211 NORTH 12TH STREET, LEHIGHTON, PA, , 18235, USA","211 N 12th St, Lehighton, PA 18235, USA",-75.7261231,40.8328094
264,395279,PINECREST MANOR,763 JOHNSONBURG RD,ST MARYS,PA,15857,ELK,138,Non profit - Corporation,No Data,No Data,No Data,2.30532,0.9686,0.71233,3.98626,"763 JOHNSONBURG RD, ST MARYS, PA, , 15857, USA","763 Johnsonburg Rd, St Marys, PA 15857, USA",-78.57602310000001,41.4255933
265,395283,RIVERWOODS,3201 RIVER ROAD,LEWISBURG,PA,17837,UNION,226,Non profit - Corporation,0,0,0,2.54911,1.10614,0.47076,4.12601,"3201 RIVER ROAD, LEWISBURG, PA, , 17837, USA","3201 River Rd, Lewisburg, PA 17837, USA",-76.88370139999999,40.9779028
266,395285,BARNES-KASSON COUNTY HOSPITAL SNF,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,58,Non profit - Corporation,*,11,0,,,,,"2872 TURNPIKE STREET, SUSQUEHANNA, PA, , 18847, USA","2872 Turnpike St, Susquehanna, PA 18847, USA",-75.5924605,41.94659619999999
267,395286,BROAD MOUNTAIN HEALTH & REHABILITATION CENTER,500 WEST LAUREL STREET,FRACKVILLE,PA,17931,SCHUYLKILL,129,For profit - Corporation,0,0,0,1.99222,0.75846,0.52136,3.27205,"500 WEST LAUREL STREET, FRACKVILLE, PA, , 17931, USA","500 W Laurel St, Frackville, PA 17931, USA",-76.2353742,40.7770426
268,395288,"GARDENS AT STROUD, THE",221 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,MONROE,127,For profit - Corporation,*,*,0,1.8698,1.04894,0.45108,3.36982,"221 EAST BROWN STREET, EAST STROUDSBURG, PA, , 18301, USA","221 E Brown St, East Stroudsburg, PA 18301, USA",-75.1733722,40.9920192
269,395289,SOUTH HILLS REHABILITATION AND WELLNESS CENTER,201 VILLAGE DRIVE,CANONSBURG,PA,15317,WASHINGTON,104,For profit - Corporation,0,0,0,1.82367,0.83326,0.55276,3.2097,"201 VILLAGE DRIVE, CANONSBURG, PA, , 15317, USA","201 Village Dr, Canonsburg, PA 15317, USA",-80.1534121,40.2580677
270,395292,WESBURY UNITED METHODIST COMM,31 NORTH PARK AVE EXT,MEADVILLE,PA,16335,CRAWFORD,210,Non profit - Church related,0,0,0,1.90137,1.22308,0.50561,3.63006,"31 NORTH PARK AVE EXT, MEADVILLE, PA, , 16335, USA","31 Park Ave Ext, Meadville, PA 16335, USA",-80.142737,41.6647313
271,395295,MURRYSVILLE REHABILITATION AND WELLNESS CENTER,3300 LOGAN FERRY ROAD,MURRYSVILLE,PA,15668,WESTMORELAND,120,For profit - Corporation,0,0,0,1.81671,0.47219,0.9235,3.2124,"3300 LOGAN FERRY ROAD, MURRYSVILLE, PA, , 15668, USA","3300 Logan Ferry Rd, Murrysville, PA 15668, USA",-79.6992314,40.4307348
272,395297,HUNTINGDON PARK REHAB CENTER,1229 WARM SPRINGS AVENUE,HUNTINGDON,PA,16652,HUNTINGDON,93,For profit - Corporation,0,0,0,1.98485,0.88271,0.57189,3.43946,"1229 WARM SPRINGS AVENUE, HUNTINGDON, PA, , 16652, USA","1229 Warm Springs Ave, Huntingdon, PA 16652, USA",-78.0128002,40.4945777
273,395298,GUARDIAN HEALTHCARE AND REHABILITATION CENTER,147 OLD NEWPORT STREET,NANTICOKE,PA,18634,LUZERNE,110,For profit - Corporation,*,0,0,1.98959,0.7972199999999999,0.55038,3.3371800000000005,"147 OLD NEWPORT STREET, NANTICOKE, PA, , 18634, USA","147 Old Newport St, Nanticoke, PA 18634, USA",-76.01829099999999,41.19112579999999
274,395300,WEXFORD HEALTHCARE CENTER,9850 OLD PERRY HIGHWAY,WEXFORD,PA,15090,ALLEGHENY,182,For profit - Partnership,0,0,0,1.4548,0.34978000000000004,0.6641100000000001,2.46869,"9850 OLD PERRY HIGHWAY, WEXFORD, PA, , 15090, USA","9850 Old Perry Hwy, Wexford, PA 15090, USA",-80.04362499999999,40.5881432
275,395305,"CHANDLER HALL HEALTH SERVICES, INC.",99 BARCLAY STREET,NEWTOWN,PA,18940,BUCKS,53,Non profit - Corporation,6,5,*,2.06908,1.0330700000000002,0.83067,3.932830000000001,"99 BARCLAY STREET, NEWTOWN, PA, , 18940, USA","99 Barclay St, Newtown, PA 18940, USA",-74.94123069999999,40.2207442
276,395307,KENDAL AT LONGWOOD,BOX 100,KENNETT SQUARE,PA,19348,CHESTER,53,Non profit - Corporation,*,0,0,2.27807,1.19912,0.96938,4.44657,"BOX 100, KENNETT SQUARE, PA, , 19348, USA","Kennett Square, PA 19348, USA",-75.7116032,39.8467767
277,395309,MANORCARE HEALTH SERVICES-YORK SOUTH,200 PAULINE DRIVE,YORK,PA,17402,YORK,151,Non profit - Corporation,0,0,0,1.91491,0.71482,0.63875,3.26848,"200 PAULINE DRIVE, YORK, PA, , 17402, USA","200 Pauline Dr, York, PA 17402, USA",-76.6859815,39.9327322
278,395313,SCENERY HILL HEALTHCARE AND REHABILITATION CENTER,680 LIONS HEALTH CAMP RD,INDIANA,PA,15701,INDIANA,56,For profit - Corporation,0,0,0,1.69207,0.67165,0.83754,3.20126,"680 LIONS HEALTH CAMP RD, INDIANA, PA, , 15701, USA","680 Lions Health Camp Rd, Indiana, PA 15701, USA",-79.2161213,40.6273417
279,395316,ST. LUKE'S REHABILITATION AND NURSING CENTER,360 WEST RUDDLE STREET,COALDALE,PA,18218,SCHUYLKILL,48,Non profit - Corporation,0,0,0,2.12033,0.70831,0.97939,3.80802,"360 WEST RUDDLE STREET, COALDALE, PA, , 18218, USA","360 W Ruddle St, Coaldale, PA 18218, USA",-75.9145494,40.8212655
280,,,350 NORTH ELEVENTH ST,SUNBURY,PA,17801,,29,For profit - Corporation,,,,,,,,"350 NORTH ELEVENTH ST, SUNBURY, PA, , 17801, USA","350 N 11th St, Sunbury, PA 17801, USA",-76.7786187,40.8617002
281,395318,GREEN HOME INC,37 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,120,Non profit - Corporation,0,0,0,2.4483900000000003,1.11221,0.72415,4.28476,"37 CENTRAL AVENUE, WELLSBORO, PA, , 16901, USA","37 Central Ave, Wellsboro, PA 16901, USA",-77.2989656,41.7459073
282,395319,MANATAWNY MANOR,30 OLD SCHUYLKILL ROAD,POTTSTOWN,PA,19465,CHESTER,133,Non profit - Church related,0,0,0,,,,,"30 OLD SCHUYLKILL ROAD, POTTSTOWN, PA, , 19465, USA","30 Old Schuylkill Rd, Pottstown, PA 19465, USA",-75.6229455,40.2257612
283,,,200 S. MEADE STREET,WILKES BARRE,PA,18702,,133,Non profit - Church related,,,,,,,,"200 S. MEADE STREET, WILKES BARRE, PA, , 18702, USA","200 S Meade St, Wilkes-Barre, PA 18702, USA",-75.880037,41.2328148
284,395325,MORAVIAN MANOR,300 WEST LEMON STREET,LITITZ,PA,17543,LANCASTER,119,Non profit - Corporation,0,0,0,3.81112,1.94761,0.58343,6.34215,"300 WEST LEMON STREET, LITITZ, PA, , 17543, USA","300 W Lemon St, Lititz, PA 17543, USA",-76.31207590000001,40.15227489999999
285,395326,"ZERBE SISTERS NURSING CENTER, INC.",2499 ZERBE ROAD,NARVON,PA,17555,LANCASTER,87,For profit - Corporation,0,0,0,2.37724,0.88089,0.7021,3.96023,"2499 ZERBE ROAD, NARVON, PA, , 17555, USA","2499 Zerbe Rd, Narvon, PA 17555, USA",-75.9455529,40.1674169
286,395331,MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CENTER,700 LEONARD STREET,CLEARFIELD,PA,16830,CLEARFIELD,240,Non profit - Corporation,0,0,0,2.01475,0.76681,0.4512600000000001,3.23281,"700 LEONARD STREET, CLEARFIELD, PA, , 16830, USA","700 Leonard St, Clearfield, PA 16830, USA",-78.4095719,41.0217817
287,395333,GUTHRIE TOWANDA MEMORIAL HOSPITAL SKILLED NURSING UNIT,91 HOSPITAL DRIVE,TOWANDA,PA,18848,BRADFORD,68,Non profit - Other,No Data,No Data,No Data,1.982,0.85521,0.8102199999999999,3.64742,"91 HOSPITAL DRIVE, TOWANDA, PA, , 18848, USA","91 Hospital Dr, Towanda, PA 18848, USA",-76.44820299999999,41.784012
288,395335,WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,163 SUMMIT DRIVE,LEWISTOWN,PA,17044,MIFFLIN,121,For profit - Corporation,*,0,0,1.94008,0.8910799999999999,0.54707,3.3782300000000003,"163 SUMMIT DRIVE, LEWISTOWN, PA, , 17044, USA","163 Summit Dr, Lewistown, PA 17044, USA",-77.56840389999999,40.6208787
289,395336,QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,625 ROBERT FULTON HIGHWAY,QUARRYVILLE,PA,17566,LANCASTER,130,Non profit - Church related,0,0,0,2.21286,1.16009,1.04145,4.4144,"625 ROBERT FULTON HIGHWAY, QUARRYVILLE, PA, , 17566, USA","625 Robert Fulton Hwy, Quarryville, PA 17566, USA",-76.16044819999999,39.8879246
290,395341,ELK HAVEN NURSING HOME,785 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,120,Non profit - Corporation,0,0,0,2.12341,0.57765,0.6554,3.35647,"785 JOHNSONBURG ROAD, SAINT MARYS, PA, , 15857, USA","785 Johnsonburg Rd, St Marys, PA 15857, USA",-78.5791251,41.427472
291,395344,MANORCARE HEALTH SERVICES-POTTSVILLE,420 PULASKI DRIVE,POTTSVILLE,PA,17901,SCHUYLKILL,179,For profit - Corporation,21,60,0,1.95738,1.13655,0.54842,3.64234,"420 PULASKI DRIVE, POTTSVILLE, PA, , 17901, USA","420 Pulaski Dr, Pottsville, PA 17901, USA",-76.1909622,40.6850247
292,395345,RIVER RUN HEALTHCARE AND REHABILITATION CENTER,615 WYOMING AVENUE,KINGSTON,PA,18704,LUZERNE,134,For profit - Corporation,0,*,0,1.86407,0.7162,0.78414,3.36441,"615 WYOMING AVENUE, KINGSTON, PA, , 18704, USA","615 Wyoming Ave, Kingston, PA 18704, USA",-75.8871163,41.2704049
293,395346,TOWNE MANOR WEST,205 EAST JOHNSON HIGHWAY,NORRISTOWN,PA,19401,MONTGOMERY,119,Non profit - Corporation,*,27,*,1.75835,0.57357,0.62315,2.95507,"205 EAST JOHNSON HIGHWAY, NORRISTOWN, PA, , 19401, USA","205 E Johnson Hwy, East Norriton, PA 19401, USA",-75.3229518,40.129032
294,395347,FREY VILLAGE,1020 NORTH UNION STREET,MIDDLETOWN,PA,17057,DAUPHIN,136,Non profit - Church related,*,*,0,,,,,"1020 NORTH UNION STREET, MIDDLETOWN, PA, , 17057, USA","1020 N Union St, Middletown, PA 17057, USA",-76.73550089999999,40.2083792
295,395349,CALVARY FELLOWSHIP HOMES INC,502 ELIZABETH DRIVE,LANCASTER,PA,17601,LANCASTER,45,Non profit - Corporation,*,0,0,3.32721,0.91462,1.23834,5.480180000000002,"502 ELIZABETH DRIVE, LANCASTER, PA, , 17601, USA","502 Elizabeth Dr, Lancaster, PA 17601, USA",-76.2949312,40.0613756
296,395350,LOCUST GROVE RETIREMENT VILLAGE,69 COTTAGE ROAD,MIFFLIN,PA,17058,JUNIATA,104,For profit - Corporation,0,0,0,1.82947,1.03801,0.42327,3.29075,"69 COTTAGE ROAD, MIFFLIN, PA, , 17058, USA","69 Cottage Rd, Mifflin, PA 17058, USA",-77.412502,40.558724
297,395352,BROAD ACRES HEALTH AND REHABILITATION CENTER,1883 SHUMWAY HILL ROAD,WELLSBORO,PA,16901,TIOGA,120,Non profit - Corporation,0,0,0,2.13089,0.9621,0.4724,3.56538,"1883 SHUMWAY HILL ROAD, WELLSBORO, PA, , 16901, USA","1883 Shumway Hill Rd, Wellsboro, PA 16901, USA",-77.2711358,41.7421754
298,395354,SILVER STREAM NURSING AND REHABILITATION CENTER,905 PENLLYN PIKE,SPRING HOUSE,PA,19477,MONTGOMERY,120,For profit - Partnership,*,40,0,1.83483,0.87928,0.63263,3.34674,"905 PENLLYN PIKE, SPRING HOUSE, PA, , 19477, USA","905 Penllyn Pike, Lower Gwynedd Township, PA 19002, USA",-75.2309964,40.1828018
299,395355,"PAVILION AT BRMC, THE",200 PLEASANT STREET,BRADFORD,PA,16701,MCKEAN,95,Non profit - Corporation,0,0,0,2.05602,0.6259100000000001,0.5584399999999999,3.24036,"200 PLEASANT STREET, BRADFORD, PA, , 16701, USA","200 Pleasant St, Bradford, PA 16701, USA",-78.65823329999999,41.9605904
300,395356,"GUY AND MARY FELT MANOR,  INC.",110 EAST FOURTH STREET,EMPORIUM,PA,15834,CAMERON,39,Non profit - Corporation,No Data,No Data,No Data,2.27773,0.7793800000000001,0.97149,4.0286,"110 EAST FOURTH STREET, EMPORIUM, PA, , 15834, USA","110 E 4th St, Emporium, PA 15834, USA",-78.2349957,41.51197699999999
301,395357,ELLEN MEMORIAL HEALTH CARE CENTER,23 ELLEN MEMORIAL LANE,HONESDALE,PA,18431,WAYNE,128,For profit - Corporation,0,0,0,2.35162,0.77018,0.67293,3.79473,"23 ELLEN MEMORIAL LANE, HONESDALE, PA, , 18431, USA","23 Ellen Memorial Ln, Honesdale, PA 18431, USA",-75.2786509,41.5850952
302,395361,PLEASANT RIDGE MANOR- WEST,8300 WEST RIDGE ROAD,GIRARD,PA,16417,ERIE,300,Government - County,*,8,0,2.37307,0.73298,0.5495,3.65555,"8300 WEST RIDGE ROAD, GIRARD, PA, , 16417, USA","8300 W Ridge Rd, Fairview, PA 16415, USA",-80.27376930000001,42.0220383
303,395363,KINZUA HEALTHCARE AND REHABILITATION CENTER,205 WATER STREET,WARREN,PA,16365,WARREN,106,For profit - Corporation,0,0,0,1.78637,0.93313,0.5736899999999999,3.29319,"205 WATER STREET, WARREN, PA, , 16365, USA","205 Water St, Warren, PA 16365, USA",-79.14281480000001,41.8461799
304,395364,MANORCARE HEALTH SERVICES-WMSPT NORTH,300 LEADER DRIVE,WILLIAMSPORT,PA,17701,LYCOMING,152,For profit - Corporation,0,0,0,1.7941599999999998,0.60817,0.62335,3.02569,"300 LEADER DRIVE, WILLIAMSPORT, PA, , 17701, USA","300 Leader Dr, Williamsport, PA 17701, USA",-76.9784805,41.2631017
305,395365,SPANG CREST MANOR,945 DUKE STREET,LEBANON,PA,17042,LEBANON,105,Non profit - Corporation,0,0,0,2.32645,1.04916,0.55148,3.9271,"945 DUKE STREET, LEBANON, PA, , 17042, USA","945 Duke St, Lebanon, PA 17042, USA",-76.4248984,40.3240488
306,395367,OXFORD HEALTH CENTER,7 EAST LOCUST STREET,OXFORD,PA,19363,CHESTER,137,Non profit - Corporation,5,*,*,2.13891,1.05672,0.9242,4.11983,"7 EAST LOCUST STREET, OXFORD, PA, , 19363, USA","7 E Locust St, Oxford, PA 19363, USA",-75.9830253,39.7840377
307,395371,QUALITY LIFE SERVICES - APOLLO,151 GOODVIEW DRIVE,APOLLO,PA,15613,WESTMORELAND,177,For profit - Partnership,*,0,0,2.00577,0.94033,0.62012,3.56621,"151 GOODVIEW DRIVE, APOLLO, PA, , 15613, USA","151 Goodview Dr, Apollo, PA 15613, USA",-79.5836281,40.5573225
308,395372,JEWISH HOME OF GREATER HARRISBURG,4000 LINGLESTOWN ROAD,HARRISBURG,PA,17112,DAUPHIN,138,Non profit - Corporation,0,0,0,2.20185,0.94918,0.85716,4.0082,"4000 LINGLESTOWN ROAD, HARRISBURG, PA, , 17112, USA","4000 Linglestown Rd, Harrisburg, PA 17112, USA",-76.83939180000002,40.3367232
309,395373,OHESSON MANOR,276 GREEN AVE EXTENDED,LEWISTOWN,PA,17044,MIFFLIN,134,Non profit - Corporation,0,0,0,,,,,"276 GREEN AVE EXTENDED, LEWISTOWN, PA, , 17044, USA","276 Green Ave, Lewistown, PA 17044, USA",-77.55901,40.59898
310,395375,SWAIM HEALTH CENTER,210 BIG SPRING ROAD,NEWVILLE,PA,17241,CUMBERLAND,79,Non profit - Church related,0,0,0,1.86697,1.07438,0.87739,3.81874,"210 BIG SPRING ROAD, NEWVILLE, PA, , 17241, USA","210 Big Spring Rd, Newville, PA 17241, USA",-77.401031,40.160628
311,395378,QUINCY RETIREMENT COMMUNITY,6596 ORPHANAGE ROAD,WAYNESBORO,PA,17268,FRANKLIN,134,Non profit - Corporation,0,0,0,2.20413,0.88089,0.70229,3.78731,"6596 ORPHANAGE ROAD, WAYNESBORO, PA, , 17268, USA","6596 Orphanage Rd, Waynesboro, PA 17268, USA",-77.58110909999999,39.8040019
312,395379,LOYALSOCK  REHAB CENTER,1445 SYCAMORE ROAD,MONTOURSVILLE,PA,17754,LYCOMING,133,For profit - Partnership,0,0,0,1.97685,0.96157,0.39103,3.32944,"1445 SYCAMORE ROAD, MONTOURSVILLE, PA, , 17754, USA","1445 Sycamore Rd, Montoursville, PA 17754, USA",-76.9508931,41.258622
313,,,85 CHARITY PLACE,VALENCIA,PA,16059,,47,Non profit - Corporation,,,,,,,,"85 CHARITY PLACE, VALENCIA, PA, , 16059, USA","85 Charity Pl, Valencia, PA 16059, USA",-79.992218,40.6775876
314,395382,"GROVE AT NORTH HUNTINGDON, THE",249 MAUS DRIVE,NORTH HUNTINGDON,PA,15642,WESTMORELAND,120,For profit - Corporation,0,0,0,1.92699,0.66285,0.6768,3.26664,"249 MAUS DRIVE, NORTH HUNTINGDON, PA, , 15642, USA","249 Maus Dr, Irwin, PA 15642, USA",-79.7411267,40.32787829999999
315,395386,BETHANY VILLAGE RETIREMENT CENTER,5225 WILSON LANE,MECHANICSBURG,PA,17055,CUMBERLAND,69,Non profit - Corporation,0,0,0,2.41554,1.24589,0.58512,4.24655,"5225 WILSON LANE, MECHANICSBURG, PA, , 17055, USA","5225 Wilson Ln, Mechanicsburg, PA 17055, USA",-76.96738959999999,40.208509
316,395387,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,67,Non profit - Other,0,0,0,2.7812,1.01966,0.8826,4.68346,"214 PEACH ORCHARD ROAD, MCCONNELLSBURG, PA, , 17233, USA","214 Peach Orchard Rd, Mcconnellsburg, PA 17233, USA",-78.0067842,39.9372284
317,395388,CROSSLANDS,PO BOX 100 RT 926,KENNETT SQUARE,PA,19348,CHESTER,60,Non profit - Corporation,*,0,0,2.6117,1.07802,1.16353,4.85324,"PO BOX 100 RT 926, KENNETT SQUARE, PA, , 19348, USA","100 E South St, Kennett Square, PA 19348, USA",-75.70845539999999,39.83877
318,395390,NOTTINGHAM VILLAGE,58 NEITZ ROAD,NORTHUMBERLAND,PA,17857,NORTHUMBERLAND,121,For profit - Corporation,0,0,0,2.12625,1.10769,0.43009,3.66403,"58 NEITZ ROAD, NORTHUMBERLAND, PA, , 17857, USA","58 Neitz Rd, Northumberland, PA 17857, USA",-76.79055629999999,40.9093327
319,395391,ASBURY HEALTH CENTER,700 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,139,Non profit - Church related,0,0,0,2.15708,0.65652,0.98543,3.79902,"700 BOWER HILL ROAD, PITTSBURGH, PA, , 15243, USA","700 Bower Hill Rd, Pittsburgh, PA 15243, USA",-80.05795739999999,40.3849209
320,395393,EPWORTH HEALTHCARE AND REHABILITATION CENTER,951 WASHINGTON AVENUE,TYRONE,PA,16686,BLAIR,102,For profit - Corporation,0,0,0,1.86099,0.70317,0.65585,3.22001,"951 WASHINGTON AVENUE, TYRONE, PA, , 16686, USA","951 Washington Ave, Tyrone, PA 16686, USA",-78.24254169999999,40.670545
321,395395,COLONIAL PARK CARE CENTER,800 KING RUSS ROAD,HARRISBURG,PA,17109,DAUPHIN,198,For profit - Corporation,*,0,0,1.66982,1.01442,0.52089,3.20514,"800 KING RUSS ROAD, HARRISBURG, PA, , 17109, USA","800 King Russ Rd, Harrisburg, PA 17109, USA",-76.81312299999999,40.2849547
322,395396,MANORCARE HEALTH SERVICES-WMSPT SOUTH,101 LEADER DRIVE,WILLIAMSPORT,PA,17701,LYCOMING,116,Non profit - Corporation,0,0,0,1.93755,0.80269,0.52554,3.26578,"101 LEADER DRIVE, WILLIAMSPORT, PA, , 17701, USA","101 Leader Dr, Williamsport, PA 17701, USA",-76.9781225,41.2638693
323,395397,MANORCARE HEALTH SERVICES-KINGSTON,200 SECOND AVENUE,KINGSTON,PA,18704,LUZERNE,176,Non profit - Other,13,21,*,1.9788,0.8662299999999999,0.28134000000000003,3.12637,"200 SECOND AVENUE, KINGSTON, PA, , 18704, USA","200 2nd Ave, Kingston, PA 18704, USA",-75.8843223,41.255735
324,395398,SIEMON'S LAKEVIEW MANOR NURSING AND REHABILITATION CENTER,228 SIEMON DRIVE,SOMERSET,PA,15501,SOMERSET,120,For profit - Corporation,0,0,0,1.97312,0.8043,0.66054,3.43796,"228 SIEMON DRIVE, SOMERSET, PA, , 15501, USA","228 Siemon Dr, Somerset, PA 15501, USA",-79.06519899999999,40.0365924
325,395400,SUSQUEHANNA VALLEY NURSING & REHABILITATION CENTER,745 CHIQUES HILL ROAD,COLUMBIA,PA,17512,LANCASTER,173,For profit - Corporation,0,0,0,2.09747,0.8412299999999999,0.35342,3.29212,"745 CHIQUES HILL ROAD, COLUMBIA, PA, , 17512, USA","745 Old Chickies Hill Rd, Columbia, PA 17512, USA",-76.5046521,40.0453566
326,395401,"BALL PAVILION, THE",5416 EAST LAKE ROAD,ERIE,PA,16511,ERIE,85,Non profit - Church related,0,0,0,2.53209,0.96807,0.8409,4.34106,"5416 EAST LAKE ROAD, ERIE, PA, , 16511, USA","5416 E Lake Rd, Erie, PA 16511, USA",-79.99311290000001,42.173733
